observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
92770,1,54,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100497,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-29.03788324,raw_value,,,,,
111386,1,2,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125833,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,"","","","",""
92767,1,54,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100494,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,30.9266396,raw_value,,,,,
16985,1,2,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16420,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
16986,1,1,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16421,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
109721,1,31,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124168,181,Corallite width minimum,28,mm,15,Image analysis,2.1,raw_value,"","","","",""
92768,1,54,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100495,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.31679684,raw_value,,,,,
92771,1,54,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100498,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-173.10455846,raw_value,,,,,
17048,1,2,264,Astreopora explanata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16480,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
109724,1,31,264,Astreopora explanata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,679,,124171,182,Corallite width maximum,28,mm,15,Image analysis,1.6,raw_value,"","","","",""
160502,1,2,264,Astreopora explanata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,679,,204420,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
17049,1,1,264,Astreopora explanata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16481,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
109723,1,31,264,Astreopora explanata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,679,,124170,181,Corallite width minimum,28,mm,15,Image analysis,0.8,raw_value,"","","","",""
17061,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,51,48,16491,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
17092,1,1,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16522,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
111388,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125835,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
17091,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16521,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92772,1,54,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100499,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,31.0061141,raw_value,,,,,
109725,1,31,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124172,181,Corallite width minimum,28,mm,15,Image analysis,1.4,raw_value,"","","","",""
109726,1,31,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124173,182,Corallite width maximum,28,mm,15,Image analysis,1.6,raw_value,"","","","",""
92776,1,54,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100503,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-173.62114303,raw_value,,,,,
92773,1,54,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100500,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,37.32336498,raw_value,,,,,
92775,1,54,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100502,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.39584715,raw_value,,,,,
114729,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,73,48,135116,8,Sexual system,10,cat,58,Observation_field_or_laboratory,hermaphrodite,raw_value,,,,,
107882,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122329,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
156624,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,500,"Tiao-Shi, Nanwan, Kenting, Taiwan",21.957822,120.766646,73,,199426,11,Oocyte size at maturity,39,µm,14,Dissection,707,mean,73,standard_deviation,,3,
109727,1,31,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124174,181,Corallite width minimum,28,mm,15,Image analysis,0.7,raw_value,"","","","",""
17159,1,2,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16585,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92781,1,54,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100508,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,154.39035109,raw_value,,,,,
111390,1,2,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125837,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,"","","","",""
107883,1,2,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122330,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
112931,1,31,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,127378,90,Colony maximum diameter,29,cm,22,Derived from textual description,100,raw_value,"","","","",""
92777,1,54,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100504,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,93.6717958,raw_value,,,,,
92780,1,54,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100507,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.12376172,raw_value,,,,,
92778,1,54,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100505,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,38.13797911,raw_value,,,,,
17160,1,1,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16586,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
109728,1,31,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124175,182,Corallite width maximum,28,mm,15,Image analysis,0.9,raw_value,"","","","",""
17225,1,1,267,Astreopora lambertsi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16647,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
160515,1,2,267,Astreopora lambertsi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,618,,204433,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
17224,1,2,267,Astreopora lambertsi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16646,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
17263,1,1,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16685,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
92782,1,54,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100509,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,31.6021732,raw_value,,,,,
109729,1,31,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124176,181,Corallite width minimum,28,mm,15,Image analysis,1.3,raw_value,"","","","",""
92786,1,54,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100513,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-168.057924614,raw_value,,,,,
17262,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16684,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
107884,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122331,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
92785,1,54,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100512,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-33.21029706,raw_value,,,,,
17232,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,73,48,16654,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
156625,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,500,"Tiao-Shi, Nanwan, Kenting, Taiwan",21.957822,120.766646,73,,199427,11,Oocyte size at maturity,39,µm,14,Dissection,319,mean,30,standard_deviation,,6,
109730,1,31,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124177,182,Corallite width maximum,28,mm,15,Image analysis,1.6,raw_value,"","","","",""
92783,1,54,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100510,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.36277382,raw_value,,,,,
111394,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125841,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
114730,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,73,48,135117,8,Sexual system,10,cat,58,Observation_field_or_laboratory,hermaphrodite,raw_value,,,,,
17330,1,2,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16748,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92788,1,54,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100515,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,37.97903001,raw_value,,,,,
92787,1,54,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100514,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,80.7174444,raw_value,,,,,
109731,1,31,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124178,181,Corallite width minimum,28,mm,15,Image analysis,2.3,raw_value,"","","","",""
92791,1,54,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100518,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-175.01194763,raw_value,,,,,
111397,1,2,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125844,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,"","","","",""
109732,1,31,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124179,182,Corallite width maximum,28,mm,15,Image analysis,2.5,raw_value,"","","","",""
107885,1,2,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122332,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
92790,1,54,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100517,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.44165991,raw_value,,,,,
17331,1,1,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16749,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
109734,1,31,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124181,182,Corallite width maximum,28,mm,15,Image analysis,2.5,raw_value,"","","","",""
107886,1,2,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122333,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
111400,1,2,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125847,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,"","","","",""
92793,1,54,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100520,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.0640874,raw_value,,,,,
17392,1,2,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16809,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92792,1,54,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100519,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,80.1611225,raw_value,,,,,
17393,1,1,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16810,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
92796,1,54,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100523,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-176.99881135,raw_value,,,,,
109733,1,31,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124180,181,Corallite width minimum,28,mm,15,Image analysis,2.1,raw_value,"","","","",""
92795,1,54,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100522,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-33.07121659,raw_value,,,,,
156989,1,14,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,409,Indo-Pacific (unspecified),0.0,160.0,740,,199791,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
17469,1,2,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16882,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92801,1,54,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100528,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-105.78961565,raw_value,,,,,
17436,1,2,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,56,48,16849,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
109735,1,31,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124182,181,Corallite width minimum,28,mm,15,Image analysis,2.1,raw_value,"","","","",""
109736,1,31,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124183,182,Corallite width maximum,28,mm,15,Image analysis,2.3,raw_value,"","","","",""
92798,1,54,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100525,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,39.40957189,raw_value,,,,,
107887,1,2,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122334,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
92797,1,54,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100524,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,31.6816478,raw_value,,,,,
114608,1,2,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,56,48,134995,8,Sexual system,10,cat,58,Observation_field_or_laboratory,hermaphrodite,raw_value,,,,,
88154,1,9,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91344,60,Growth rate,38,mm yr^-1,,,10.25,,"","","",3,
88154,1,9,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91345,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
88154,1,9,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91346,143,Water depth,9,m,,,7,raw_value,"","","","",
88167,1,9,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91382,60,Growth rate,38,mm yr^-1,,,5.25,,"","","",1,
88167,1,9,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91383,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
88167,1,9,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91384,143,Water depth,9,m,,,18,raw_value,"","","","",
17470,1,1,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16883,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
92800,1,54,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100527,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.34280938,raw_value,,,,,
111404,1,2,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125851,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
92802,1,54,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100529,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,33.1916642,raw_value,,,,,
109737,1,31,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124184,181,Corallite width minimum,28,mm,15,Image analysis,1.1,raw_value,"","","","",""
109738,1,31,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124185,182,Corallite width maximum,28,mm,15,Image analysis,2.5,raw_value,"","","","",""
92805,1,54,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100532,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.39584715,raw_value,,,,,
17537,1,2,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,16946,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
17538,1,1,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,16947,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
92806,1,54,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100533,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-174.61457489,raw_value,,,,,
107888,1,2,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122335,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
92803,1,54,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100530,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.36934196,raw_value,,,,,
111406,1,2,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125853,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
109739,1,31,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124186,181,Corallite width minimum,28,mm,15,Image analysis,1.1,raw_value,"","","","",""
107889,1,2,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122336,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
92811,1,54,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100538,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-138.4536552,raw_value,,,,,
17604,1,2,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,17009,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92807,1,54,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100534,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,93.7910077,raw_value,,,,,
92808,1,54,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100535,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.17065559,raw_value,,,,,
17605,1,1,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,17010,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
111409,1,2,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125856,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,"","","","",""
92810,1,54,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100537,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.06415581,raw_value,,,,,
109740,1,31,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124187,182,Corallite width maximum,28,mm,15,Image analysis,1.5,raw_value,"","","","",""
107890,1,2,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122337,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
109741,1,31,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124188,181,Corallite width minimum,28,mm,15,Image analysis,1.6,raw_value,"","","","",""
111413,1,2,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125860,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
109742,1,31,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124189,182,Corallite width maximum,28,mm,15,Image analysis,2.5,raw_value,"","","","",""
92812,1,54,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100539,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,128.24322454,raw_value,,,,,
92816,1,54,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100543,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-168.65398373,raw_value,,,,,
17667,1,1,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,17071,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
92815,1,54,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100542,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-25.28271082,raw_value,,,,,
17666,1,2,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,17070,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
92813,1,54,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100540,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,28.28313506,raw_value,,,,,
92820,1,54,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100547,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-27.2497059,raw_value,,,,,
17732,1,2,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,17133,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
17733,1,1,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,17134,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
92821,1,54,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100548,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-173.10455846,raw_value,,,,,
92818,1,54,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100545,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.96540108,raw_value,,,,,
109744,1,31,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124191,182,Corallite width maximum,28,mm,15,Image analysis,1.6,raw_value,"","","","",""
109743,1,31,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,124190,181,Corallite width minimum,28,mm,15,Image analysis,1.1,raw_value,"","","","",""
92817,1,54,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100544,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,31.3240123,raw_value,,,,,
107891,1,2,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122338,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
111415,1,2,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125862,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
17768,1,2,276,Astroides calycularis,Complex,Dendrophylliidae,Dendrophylliidae,1,Global estimate,,,198,48,17167,5,Mode of larval development,10,cat,,,brooder,raw_value,"","","","",
17796,1,1,276,Astroides calycularis,Complex,Dendrophylliidae,Dendrophylliidae,1,Global estimate,,,40,,17195,41,Zooxanthellate,10,cat,22,Derived from textual description,azooxanthellate,expert_opinion,"","","","",
17795,1,2,276,Astroides calycularis,Complex,Dendrophylliidae,Dendrophylliidae,1,Global estimate,,,40,48,17194,40,Ocean basin,10,cat,9,Derived from range map,atlantic,expert_opinion,"","","","",
114872,1,2,276,Astroides calycularis,Complex,Dendrophylliidae,Dendrophylliidae,1,Global estimate,,,115,48,135259,8,Sexual system,10,cat,20,observation_laboratory,gonochore,raw_value,,,,,
17827,1,2,277,Aulocyathus atlanticus,Robust,Caryophylliidae,Caryophylliidae,1,Global estimate,,,40,48,17225,40,Ocean basin,10,cat,9,Derived from range map,atlantic,expert_opinion,"","","","",
17828,1,1,277,Aulocyathus atlanticus,Robust,Caryophylliidae,Caryophylliidae,1,Global estimate,,,40,,17226,41,Zooxanthellate,10,cat,22,Derived from textual description,azooxanthellate,expert_opinion,"","","","",
17856,1,2,278,Aulocyathus juvenescens,Robust,Caryophylliidae,Caryophylliidae,1,Global estimate,,,40,48,17252,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
